"REF_DATE","GEO","DGUID","Rates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.509","","","","3"
"2016-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.545","","","","3"
"2016-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.536","","","","3"
"2016-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.542","","","","3"
"2016-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.539","","","","3"
"2016-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.547","","","","3"
"2016-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.564","","","","3"
"2017-01","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.527","","","","3"
"2017-02","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.519","","","","3"
"2017-03","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.555","","","","3"
"2017-04","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.582","","","","3"
"2017-05","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.564","","","","3"
"2017-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.752","","","","3"
"2017-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.933","","","","3"
"2017-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.940","","","","3"
"2017-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.185","","","","3"
"2017-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.113","","","","3"
"2017-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.045","","","","3"
"2017-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.201","","","","3"
"2018-01","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.361","","","","3"
"2018-02","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.326","","","","3"
"2018-03","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.279","","","","3"
"2018-04","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.387","","","","3"
"2018-05","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.442","","","","3"
"2018-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.462","","","","3"
"2018-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.586","","","","3"
"2018-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.715","","","","3"
"2018-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.740","","","","3"
"2018-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.898","","","","3"
"2018-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.910","","","","3"
"2018-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.808","","","","3"
"2019-01","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.755","","","","3"
"2019-02","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.760","","","","3"
"2019-03","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.677","","","","3"
"2019-04","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.713","","","","3"
"2019-05","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.723","","","","3"
"2019-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.690","","","","3"
"2019-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.692","","","","3"
"2019-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.642","","","","3"
"2019-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.683","","","","3"
"2019-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.719","","","","3"
"2019-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.688","","","","3"
"2019-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.747","","","","3"
"2020-01","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.686","","","","3"
"2020-02","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.640","","","","3"
"2020-03","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.328","","","","3"
"2020-04","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.341","","","","3"
"2020-05","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.270","","","","3"
"2020-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.244","","","","3"
"2020-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.190","","","","3"
"2020-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.176","","","","3"
"2020-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.163","","","","3"
"2020-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.131","","","","3"
"2020-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.157","","","","3"
"2020-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.151","","","","3"
"2021-01","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.098","","","","3"
"2021-02","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.108","","","","3"
"2021-03","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.138","","","","3"
"2021-04","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.157","","","","3"
"2021-05","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.160","","","","3"
"2021-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.183","","","","3"
"2021-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.203","","","","3"
"2021-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.195","","","","3"
"2021-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.179","","","","3"
"2021-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.241","","","","3"
"2021-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.372","","","","3"
"2021-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.422","","","","3"
"2022-01","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.758","","","","3"
"2022-02","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","0.861","","","","3"
"2022-03","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.365","","","","3"
"2022-04","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","1.806","","","","3"
"2022-05","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","2.032","","","","3"
"2022-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","2.698","","","","3"
"2022-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","3.183","","","","3"
"2022-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","3.613","","","","3"
"2022-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","3.922","","","","3"
"2022-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.362","","","","3"
"2022-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.329","","","","3"
"2022-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.411","","","","3"
"2023-01","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.567","","","","3"
"2023-02","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.672","","","","3"
"2023-03","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.435","","","","3"
"2023-04","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.533","","","","3"
"2023-05","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.690","","","","3"
"2023-06","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","5.067","","","","3"
"2023-07","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","5.164","","","","3"
"2023-08","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","5.219","","","","3"
"2023-09","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","5.246","","","","3"
"2023-10","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","5.212","","","","3"
"2023-11","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","5.047","","","","3"
"2023-12","Canada","2016A000011124","Treasury bill auction - average yields: 6 month","Percent","239","units","0","v122552","1.49","4.991","","","","3"
"2005-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.661","","","","3"
"2005-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.766","","","","3"
"2005-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.035","","","","3"
"2005-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.769","","","","3"
"2005-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.743","","","","3"
"2005-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.744","","","","3"
"2005-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.914","","","","3"
"2005-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.151","","","","3"
"2005-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.093","","","","3"
"2005-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.437","","","","3"
"2005-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.774","","","","3"
"2005-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.930","","","","3"
"2006-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.849","","","","3"
"2006-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.013","","","","3"
"2006-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.990","","","","3"
"2006-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.184","","","","3"
"2006-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.278","","","","3"
"2006-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.553","","","","3"
"2006-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.339","","","","3"
"2006-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.271","","","","3"
"2006-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.172","","","","3"
"2006-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.172","","","","3"
"2006-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.105","","","","3"
"2006-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.147","","","","3"
"2007-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.190","","","","3"
"2007-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.233","","","","3"
"2007-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.170","","","","3"
"2007-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.295","","","","3"
"2007-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.559","","","","3"
"2007-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.745","","","","3"
"2007-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.780","","","","3"
"2007-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.061","","","","3"
"2007-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.392","","","","3"
"2007-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","4.305","","","","3"
"2007-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.891","","","","3"
"2007-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.997","","","","3"
"2008-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.352","","","","3"
"2008-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.163","","","","3"
"2008-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.339","","","","3"
"2008-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.810","","","","3"
"2008-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.868","","","","3"
"2008-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.253","","","","3"
"2008-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","3.076","","","","3"
"2008-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.669","","","","3"
"2008-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.656","","","","3"
"2008-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","2.244","","","","3"
"2008-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.706","","","","3"
"2008-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.978","","","","3"
"2009-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.958","","","","3"
"2009-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.884","","","","3"
"2009-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.625","","","","3"
"2009-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.465","","","","3"
"2009-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.477","","","","3"
"2009-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.577","","","","3"
"2009-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.600","","","","3"
"2009-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.581","","","","3"
"2009-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.580","","","","3"
"2009-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.644","","","","3"
"2009-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.516","","","","3"
"2009-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.654","","","","3"
"2010-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.649","","","","3"
"2010-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.629","","","","3"
"2010-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.946","","","","3"
"2010-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.291","","","","3"
"2010-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.023","","","","3"
"2010-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.249","","","","3"
"2010-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.076","","","","3"
"2010-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.034","","","","3"
"2010-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.310","","","","3"
"2010-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.199","","","","3"
"2010-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.320","","","","3"
"2010-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.371","","","","3"
"2011-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.455","","","","3"
"2011-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.439","","","","3"
"2011-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.344","","","","3"
"2011-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.432","","","","3"
"2011-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.282","","","","3"
"2011-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.216","","","","3"
"2011-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.241","","","","3"
"2011-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.947","","","","3"
"2011-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.881","","","","3"
"2011-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.935","","","","3"
"2011-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.855","","","","3"
"2011-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.891","","","","3"
"2012-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.981","","","","3"
"2012-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.034","","","","3"
"2012-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.103","","","","3"
"2012-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.263","","","","3"
"2012-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.173","","","","3"
"2012-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.997","","","","3"
"2012-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.069","","","","3"
"2012-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.171","","","","3"
"2012-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.125","","","","3"
"2012-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.110","","","","3"
"2012-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.079","","","","3"
"2012-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.116","","","","3"
"2013-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.077","","","","3"
"2013-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.016","","","","3"
"2013-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.036","","","","3"
"2013-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.023","","","","3"
"2013-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.056","","","","3"
"2013-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.083","","","","3"
"2013-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.121","","","","3"
"2013-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.102","","","","3"
"2013-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.070","","","","3"
"2013-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.021","","","","3"
"2013-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.013","","","","3"
"2013-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.983","","","","3"
"2014-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.940","","","","3"
"2014-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.957","","","","3"
"2014-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.963","","","","3"
"2014-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.999","","","","3"
"2014-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.985","","","","3"
"2014-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.998","","","","3"
"2014-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.020","","","","3"
"2014-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.015","","","","3"
"2014-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","1.004","","","","3"
"2014-10","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.976","","","","3"
"2014-11","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.982","","","","3"
"2014-12","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.992","","","","3"
"2015-01","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.542","","","","3"
"2015-02","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.429","","","","3"
"2015-03","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.534","","","","3"
"2015-04","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.685","","","","3"
"2015-05","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.716","","","","3"
"2015-06","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.600","","","","3"
"2015-07","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.449","","","","3"
"2015-08","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.379","","","","3"
"2015-09","Canada","2016A000011124","Treasury bill auction - average yields: 1 year","Percent","239","units","0","v122498","1.50","0.482","","","","3"
